,hotel_id,hotel_name,hotel_description,address,point_of_interest,city,state,country,latitude,longitude,property_type,hotel_star_rating,site_review_rating,hotel_facilities,room_facilities
26,H000027,Residence Inn Atlanta Midtown/Peachtree at 17th,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check-In Check-out 24 Hours Should Submit Single ID proof at the time of check-in,1365 Peachtree St NE,"['Apollo Hospitals', 'Sagar Hospitals', 'Sree Tirumalagiri Lakshmi Venkateshwara Devasthanam', 'Rajiv Gandhi University of Health Sciences', 'Jayanagar Bus Stop', 'B B M P Office', 'Sri Jayadeva Institute of Cardiovascular Sciences and Research', 'HSBC Bus Stop', 'Bangalore Water Supply &amp; Sewerage Board', 'Fortis Hospital', 'Silk Board', 'Royal Meenakshi Mall', 'Indian Institute of Astrophysics', 'Bannerghatta Road', 'Celebrity Housing', 'Coupon Mall', 'Madiwala Bus Stop', 'Bangalore Water Supply & Sewerage Board']",Atlanta,GA,US,33.8,-84.4,Lodge,0,5.0,"(' Drivers Rest Room', 'ATM / Banking', 'Access Via Exterior Corridors', 'Adjoining Rooms', 'Air / Rail Booking', 'Baggage Room', 'Beauty Salon - on charge', 'Business Center', 'Car Rental', 'City Shuttle Service', 'Courier Service', 'Currency Exchange', 'Doctor on Call', 'Doorman', 'Dry Cleaning', 'Express Check-In / Check-Out', 'Express Laundry', 'Extra Person / Child - Share the same room', 'Fax Machine', 'Free Local Calls', 'Front Desk', 'Guide / Sightseeing Service', 'Laundry Service Available', 'Lobby', 'Local Tour / Travel Desk', 'Locker Facility', 'Major Credit Cards Accepted', 'Multi Cuisine Restaurant', 'Multi Lingual Staff', 'Parking Facility', 'Postal / Parcel Services', 'Power Backup', 'Public Restrooms', 'RO Water Purification System', 'Secretarial Services', 'Separate Sitting Area', 'Taxi Services', 'Voicemail', 'Wake-up Call / Service')","('Air Conditioning', 'Alarm Clock', 'Attached Bathroom', 'Balcony', 'Bathrobe', 'Bathroom Amenities', 'Bedside Table', 'Blackout Drapes', 'Breakfast Available', 'Breakfast chargeable', 'Ceiling Fan', 'Channel Music', 'Clothes Hook in Bathroom', 'Coffee Table', 'Complete Bedding', 'Crockery / Cutlery', 'Curtains/Shades', 'Daily Room Cleaning', 'Do-Not-Disturb Notice', 'Dressing Area', 'Dustbins', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Extra Toilteries on Demand', 'Gas Cylinder - Chargeable', 'HD / LCD Satellite TV', 'Hairdryer', 'Hot / Cold Running Water', 'Housekeeping', 'In-room Storage Space', 'International Switch Plugs (on request)', 'Luggage Rack', 'Mineral Water', 'Mirror', 'Modern Toilet Facilities', 'Movies &amp; Games on demand', 'Newspapers', 'No Smoking Room', 'Phone Messaging Services', 'Pillow menu', 'Premium Amenities / Toiletries', 'Premium Beddings / Hypo-Allergenic ', 'Primium Bathrooms', 'Reading Lamps', 'Room Door Fitted with Lock and Key', 'Sanitary Bin', 'Shared Bathroom', 'Shower', 'Snacks / Beverage', ""Split A.C's"", 'Telephone', 'Television', 'Toiletries', 'Utensils (on request)', 'Wardrobe', 'Western Toilet Seat', 'Heating Facility on Request', 'Iron / Ironing board', 'Window Open / Ventilation', 'Outdoor Parking', 'Porter Services', 'Airport Transfer')"
27,H000028,Best Western Plus Downtown Tulsa/Route 66 Hotel,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge gala dinner supplement on Christmas/New Years eve or other festive periods. Which needs to be paid directly at the hotel.As per the govt. guidelines valid govt. issued id proofs are required to be presented at the Time of C/in.,707 S Houston,['Aalwar Bypass Road'],Tulsa,OK,US,36.1,-96.0,Hotel,3,5.0,"(' Drivers Rest Room', 'Baggage Room', 'Barbecue Area', 'Car Rental', 'Doctor on Call', 'Dry Cleaning', 'Extra Person / Child - Share the same room', 'Gardens', 'In House Events ', 'Laundry Service Available', 'Locker Facility', 'Medical Assistance Available', 'Parking Facility', 'Power Backup', 'RO Water Purification System', 'Separate Sitting Area', 'Smoking Area', 'Taxi Services', 'Veranda', 'Wake-up Call / Service', 'Water Dispenser Available')","('Air Conditioning', 'Attached Bathroom', 'Breakfast Available', 'Ceiling Fan', 'Clothes Dryer', 'Coffee Table', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Hairdryer', 'Housekeeping', 'International Switch Plugs (on request)', 'Tea Coffee Kettle / Maker', 'Toaster', 'Toiletries', 'Heating Facility on Request', 'Iron / Ironing board', 'Microwave / Oven', 'Outdoor Parking')"
28,H000029,Quality Suites,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ID cards are mandatory during the time check in.,800 S Main St,"['National War Museum', 'Poona Club Golf Course', 'Koregaon Park', 'Wadia College', 'Pune Airport', 'Osho Ashram']",Moab,UT,US,38.6,-109.5,Service Apartment,0,5.0,"('Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Power Backup', 'Smoking Area')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Blackout Drapes', 'Breakfast Available', 'Ceiling Fan', 'Channel Music', 'Coffee Table', 'Crockery / Cutlery', 'Curtains/Shades', 'Daily Room Cleaning', 'Desk', 'Do-Not-Disturb Notice', 'Dressing Area', 'Dustbins', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Full Kitchen', 'Gas Cylinder - Chargeable', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Kitchenette', 'Luggage Rack', 'Mirror', 'Newspapers', 'Premium Amenities / Toiletries', 'Reading Lamps', 'Shower', 'Sofa Table / Extra Seats', 'Studio Apartment - Large', 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Toiletries', 'Utensils (on request)', 'Wardrobe', 'Washing machine', 'Work Station', 'Iron / Ironing board', 'Microwave / Oven', 'Window Open / Ventilation', 'Outdoor Parking')"
29,H000030,Best Western Plus Raton Hotel,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.  The hotel reserves the right of admission for local residents.,473 Clayton Rd,"['Golf Course Road', 'Sahara Mall', 'Amity International School']",Raton,NM,US,36.9,-104.4,Hotel,2,4.0,"('Adjoining Rooms', 'Banquet Facilities', 'Board Room', 'Business Center', 'Conference Facility', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Locker Facility', 'Multi Cuisine Restaurant', 'Power Backup', 'Secretarial Services', 'Welcome Drinks')","('Bathroom Amenities', 'Breakfast Available', 'Ensuite / Private Bathroom', 'Hot / Cold Running Water', 'Mineral Water', 'Newspapers', 'Telephone', 'Television')"
30,H000031,Simmons Suites,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly it is mandatory  to carry  booking vouchers at the time of check in , in case guest fails to  produce requisite voucher  he/she  will not to allowed  check in and if  he wants to check in ,it will be done on direct on the BAR Rates. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.",3001 Ne 11th St,"['Bada Bagh', 'Amar Sagar Lake', 'Bus Stand', 'Fort', 'Hospital', 'Akal Wood Fossil Park', 'Gadsisar Lake', 'Patwon ki Haveli', 'Barmer Road', 'Desert Cultural Centre']",Bentonville,AR,US,36.4,-94.2,Hotel,4,4.0,"('Banquet Facilities', 'Business Center', 'Currency Exchange', 'Doctor on Call', 'Front Desk', 'Health Club / Gym Facility Available', 'Laundry Service Available', 'Local Tour / Travel Desk')","('Air Conditioning', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Mini Bar', 'Tea Coffee Kettle / Maker', 'Telephone', 'Safe', 'Iron / Ironing board', 'Spa Services')"
31,H000032,Best Western Route 66 Rail Haven,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly At the time of check in we want proper photo id proof. Unmarried couples are not allowed,203 S Glenstone Ave,['Odalbakra Main Road'],Springfield,MO,US,37.2,-93.3,Guest House,1,3.0,"('Conference Facility', 'Doctor on Call', 'Laundry Service Available', 'Parking Facility', 'Power Backup', 'Speciality Restaurant', 'Suites')","('Air Conditioning', 'Bathtub', 'Ceiling Fan', 'Coffee Table', 'Daily Room Cleaning', 'Dressing Area', 'Dustbins', 'Hot / Cold Running Water', 'Housekeeping', 'Mini Refrigerator', 'Newspapers', 'Reading Lamps', 'Television', 'Wardrobe', 'Safe')"
32,H000033,The Historic Jefferson Hotel,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Photo ids are compulsory at the time of Ch-in, Hotel may reject confirm booking if fail to produce same Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.",124 W Austin St,"['Betim', 'Vintage Hospital And Medical Research Centre', 'Shanta Durga Temple', 'Chichekade Bus Stop', 'Kadamba Bus Terminus', 'Boat Rides', 'Miramar Beach', 'Kala Academy', 'North Goa', 'Bhatlem Bus Stop']",Jefferson,TX,US,32.8,-94.3,Cottage,0,5.0,"('Doctor on Call', 'Jacuzzi', 'Laundry Service Available')","('Air Conditioning', 'Attached Bathroom')"
33,H000034,Hampton Inn Wilkesboro,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,1300 Collegiate Drive,"['Ropeway Lower Station', 'Mall Road', 'Others']",Wilkesboro,NC,US,36.1,-81.2,Tent,3,5.0,"('Doctor on Call',)","('Breakfast Available', 'Housekeeping')"
34,H000035,Comfort Suites-marietta,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ID cards are mandatory during the time check in.,202 Cherry Tree Ln,"['Anjuna Beach', 'Baga Area', 'Calangute Beach', 'Titos lane, baga', 'Baga Beach', 'Anjuna Beach Bus Stop', 'North Goa', 'Calangute Bus Stand']",Marietta,OH,US,39.4,-81.4,Guest House,0,5.0,"('Doorman', 'First-Aid Kit at Front Desk', 'Front Desk', 'Gardens', 'Internet Access - Surcharge', 'Lobby', 'Nature Walk', 'Parking Facility', 'Smoking Area', 'Veranda', 'Water Dispenser Available')","('Balcony', 'Bedside Table', 'Breakfast chargeable', 'Ceiling Fan', 'Closet', 'Clothes Hook in Bathroom', 'Complete Bedding', 'Curtains/Shades', 'Daily Room Cleaning', 'Dustbins', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Housekeeping', 'Mineral Water', 'Mirror', 'Modern Toilet Facilities', 'No Smoking Room', 'Telephone', 'Television', 'Western Toilet Seat', 'Window Open / Ventilation')"
35,H000036,Motel 6 Watsonville - Monterey Area,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.  We wont allow unmarried couple to stay.,125 Silver Leaf Dr,"['Vydehi Institute of Medical Sciences &amp; Research Centre', 'Whitefield', 'Kadugodi Bus Station', 'Sri Sathya Sai Baba Ashram', 'Vydehi Institute of Medical Sciences & Research Centre']",Watsonville,CA,US,36.9,-121.8,Service Apartment,0,5.0,"('Catering', 'City Shuttle Service', 'Courier Service', 'Fitness Equipment', 'Floor Butler', 'Front Desk', 'Grocery', 'Laundry Service Available', 'Lift / Elevator', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'Restaurant', 'Vegetarian Food / Jain Food Available')","('Air Conditioning', 'Breakfast Available', 'Ceiling Fan', 'Dressing Area', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Mirror', 'Newspapers', 'Television', 'Toiletries', 'Video/ DVD/ CD Player Available', 'Outdoor Parking')"
36,H000037,Comfort Inn Humboldt Bay,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,4260 Broadway,"['Others', 'Amity International School', 'Star Mall']",Eureka,CA,US,40.8,-124.2,Guest House,0,5.0,"('Doctor on Call', 'Fire Safety', 'First-Aid Kit at Front Desk', 'Parking Facility', 'Power Backup')","('Bathrobe', 'Bathroom Amenities', 'Ceiling Fan', 'Climate Control', 'Desk', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Hot / Cold Running Water', 'Housekeeping', 'Newspapers', 'Premium Beddings / Hypo-Allergenic ', 'Shower Cap', 'Sofa Cum Bed Available', 'Telephone', 'Television', 'Toiletries')"
37,H000038,River Rock Hotel,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Late check-out and early C/in are subject to the availability.  Guest must carry a valid government ID proof (Passport / Driving License / Aadhar Card / Voter ID) - any one ofthese at the time of check in.,1350 Highway 62 W,"['Airport Zone, Dum Dum', 'VIP ROAD -Airport Area', 'Dum Dum Cantonment Railway Station']",Mountain Home,AR,US,36.3,-92.4,Hotel,4,5.0,"('Air / Rail Booking', 'Air-Conditioning - Central', 'Banquet Facilities', 'Bar / Lounge ', 'Business Center', 'Car Rental', 'Coffee Shop / Cafe', 'Conference Facility', 'Courier Service', 'Currency Exchange', 'Disabled Friendly Facilities ', 'Doctor on Call', 'Doorman', 'Dry Cleaning', 'Electronic / Magnetic Keys', 'Express Check-In / Check-Out', 'Express Laundry', 'Front Desk', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Major Credit Cards Accepted', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Open Air Restaurant / Dining', 'Parking Facility', 'Power Backup', 'Valet service', 'Vegetarian Food / Jain Food Available', 'Wake-up Call / Service', 'Wedding Services Facility', 'Welcome Drinks', 'Wheelchair Accessibility - Room')","('Air Conditioning', 'Alarm Clock', 'Attached Bathroom', 'Bathrobe', 'Bathroom Amenities', 'Coffee Table', 'Dressing Area', 'Ensuite / Private Bathroom', 'HD / LCD Satellite TV', 'Hairdryer', 'Hot / Cold Running Water', 'Luggage Rack', 'Mini Bar', 'Mirror', 'Newspapers', 'Pillow menu', 'Shower', 'Sofa Table / Extra Seats', 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Video/ DVD/ CD Player Available', 'Wardrobe', 'Work Station', 'Heating Facility on Request', 'Safe', 'Iron / Ironing board', 'Airport Transfer')"
